section_name,section_url,page_url,page_title,pdf_url,filename
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/saudi-central-bank-law,Saudi Central Bank Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1293_VER1.pdf,SAMA_EN_1293_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/saudi-arabian-monetary-law,Saudi Arabian Monetary Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_979_VER1.pdf,SAMA_EN_979_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/banking-control-law,Banking Control Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_996_VER1.pdf,SAMA_EN_996_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementation-rules-banking-control-law-0,Implementation Rules for Banking Control Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1429_VER1.pdf,SAMA_EN_1429_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/finance-companies-control-law,Finance Companies Control Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1023_VER1.pdf,SAMA_EN_1023_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementing-regulation-finance-companies-control-law-0,Implementing Regulation of the Finance Companies Control Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10698_VER1.pdf,SAMA_EN_10698_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/real-estate-finance-law,Real Estate Finance Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1272_VER1.pdf,SAMA_EN_1272_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementing-regulation-real-estate-finance-law,Implementing Regulation of the Real Estate Finance Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_190_VER1.pdf,SAMA_EN_190_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/finance-lease-law,Finance Lease Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1073_VER1.pdf,SAMA_EN_1073_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementing-regulation-finance-lease-law,Implementing Regulation of the Finance Lease Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_123_VER1.pdf,SAMA_EN_123_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/law-payments-and-payment-services,Law of Payments and Payment Services | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1195_VER1.pdf,SAMA_EN_1195_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementing-regulations-payments-and-payment-services-law,Implementing Regulations of Payments and Payment Services Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1430_VER1.pdf,SAMA_EN_1430_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/credit-information-law,Credit Information Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_961_VER1.pdf,SAMA_EN_961_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementing-regulations-credit-information-law,Implementing Regulations of Credit Information Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_353_VER1.pdf,SAMA_EN_353_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/anti-money-laundering-law,Anti-Money Laundering Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_791_VER1.pdf,SAMA_EN_791_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementing-regulation-anti-money-laundering-law-0,Implementing Regulation to the Anti-Money Laundering Law | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1428_VER1.pdf,SAMA_EN_1428_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/law-combating-financing-terrorism,Law on Combating the Financing of Terrorism | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_853_VER1.pdf,SAMA_EN_853_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/law-combating-financing-terrorism,Law on Combating the Financing of Terrorism | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_RD%20M142_en.pdf,SAMA_RD%20M142_en.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementing-regulations-law-combating-terrorist-crimes-and-its-financing,Implementing Regulations of the Law of Combating Terrorist Crimes and its Financing | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_132_VER1_0.pdf,SAMA_EN_132_VER1_0.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/implementing-regulations-law-combating-terrorist-crimes-and-its-financing,Implementing Regulations of the Law of Combating Terrorist Crimes and its Financing | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_RD%20637_en.pdf,SAMA_RD%20637_en.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/close-out-netting-and-related-collateral-arrangements-regulation,Close-out Netting and related Collateral Arrangements Regulation | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10373_VER1.pdf,SAMA_EN_10373_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/application-forms-3,Application Forms | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_Banking_License_Application_Form_en%20-%202021.docx,sama_c31d3b8d8c47a49c.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/banks-remuneration-rules,Banks Remuneration Rules | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_2926_VER1.pdf,SAMA_EN_2926_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/shariah-governance-framework-local-banks-operating-saudi-arabia,Shariah Governance Framework for Local Banks Operating in Saudi Arabia | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_2274_VER1.pdf,SAMA_EN_2274_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/related-parties-rules-banks,Related Parties Rules for Banks | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_3032_VER1.pdf,SAMA_EN_3032_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/preface,Preface | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_3487_VER1.pdf,SAMA_EN_3487_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/instructions-publishing-banking-penalties,Instructions for Publishing Banking Penalties | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_5544_VER1.pdf,SAMA_EN_5544_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/licensing-provisions-1,Licensing Provisions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/License_Application_for_Money_Changing_Business-EN.xlsx,sama_b50a1b5709bb8eaf.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/licensing-provisions-1,Licensing Provisions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/Letter%20of%20Guarantee%20For%20the%20Purposes%20of%20Conducting%20Money%20Changing%20Business%20in%20the%20Kingdom.docx,sama_84810f23949eacbf.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/licensing-provisions-1,Licensing Provisions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/Cash%20Reserve%20Deposit%20Certificate%20for%20those%20practicing%20money%20changing%20business%20in%20Saudi%20Arabia%20(1).docx,sama_b8138d89308a5ac6.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/guidance-notes-completing-sama-regulatory-sandbox-application-form-0,Guidance Notes on Completing the Sama Regulatory Sandbox Application Form | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_8320_VER1_0.pdf,SAMA_EN_8320_VER1_0.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/regulatory-sandbox-framework,Regulatory Sandbox Framework | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_5085_VER1.pdf,SAMA_EN_5085_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/regulatory-sandbox-faq,Regulatory Sandbox FAQ | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_5081_VER1.pdf,SAMA_EN_5081_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/guidance-anti-money-laundering-and-combating-terrorist-financing,The Guidance of Anti Money Laundering and Combating Terrorist Financing | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1704_VER1.pdf,SAMA_EN_1704_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/circular-re-rules-implementation-targeted-financial-sanctions,Circular Re. the Rules for the Implementation of Targeted Financial sanctions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10667_VER1.pdf,SAMA_EN_10667_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/rules-implementation-targeted-financial-sanctions,Rules for the Implementation of Targeted Financial Sanctions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10668_VER1.pdf,SAMA_EN_10668_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/guidance-assessing-business-risks-related-money-laundering-terrorist-financing-and-proliferation,"Guidance on Assessing Business Risks Related to Money Laundering, Terrorist Financing, and Proliferation Financing | SAMA Rulebook",https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10912_VER1.pdf,SAMA_EN_10912_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/key-principles-governance-financial-institutions-2,Key Principles of Governance in Financial Institutions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1717_VER1.pdf,SAMA_EN_1717_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/requirements-appointments-senior-positions-2,Requirements for Appointments to Senior Positions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1997_VER1.pdf,SAMA_EN_1997_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/requirements-appointments-senior-positions-2,Requirements for Appointments to Senior Positions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_8294_VER1.pdf,SAMA_EN_8294_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/requirements-appointments-senior-positions-2,Requirements for Appointments to Senior Positions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/ar_net_file_store/GDBC-000042007671-1442H.pdf,GDBC-000042007671-1442H.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/requirements-appointments-senior-positions-2,Requirements for Appointments to Senior Positions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/Fit%20and%20Proper%20Form.docx,sama_a15eb2d82d51f106.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/requirements-appointments-senior-positions-2,Requirements for Appointments to Senior Positions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/ar_net_file_store/Fit%20and%20Proper%20Form.pdf,Fit%20and%20Proper%20Form.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/financial-consumer-protection-principles-and-rules,Financial Consumer Protection Principles and Rules | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1989_VER1.pdf,SAMA_EN_1989_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/guide-financial-institutions-services-fees,Guide To Financial Institutions Services Fees | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10681_VER1.pdf,SAMA_EN_10681_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/instructions-services-provided-persons-disabilities-financial-institutions,Instructions for Services Provided to Persons with Disabilities in Financial Institutions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4926_VER1.pdf,SAMA_EN_4926_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/principles-conduct-and-work-ethics-financial-institutions-0,Principles of Conduct and Work Ethics in Financial Institutions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_5547_VER1.pdf,SAMA_EN_5547_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/rules-advertising-products-and-services-provided-financial-institutions,Rules for Advertising Products and Services Provided by Financial Institutions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1715_VER1.pdf,SAMA_EN_1715_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/guide-calculating-early-payment-amount,A Guide for Calculating the Early Payment Amount | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_6561_VER1.pdf,SAMA_EN_6561_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/license-disclosure-instructions,License Disclosure Instructions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_5536_VER1.pdf,SAMA_EN_5536_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/whistle-blowing-policy-financial-institutions,Whistle Blowing Policy for Financial Institutions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_5096_VER1.pdf,SAMA_EN_5096_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/circular-re-general-rules-organizing-and-sponsoring-events,Circular Re. General Rules for Organizing and Sponsoring Events | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10646_VER1.pdf,SAMA_EN_10646_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/general-rules-organizing-and-sponsoring-events,General Rules for Organizing and Sponsoring Events | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10647_VER1.pdf,SAMA_EN_10647_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/instructions-replace-unified-number-starting-7-issued-national-information-center-commercial,Instructions to Replace the Unified Number Starting with (7) Issued by the National Information Center with the Commercial Register Number for Non-Governmental Establishments | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4843_VER1.pdf,SAMA_EN_4843_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/licensing-guidelines-and-minimum-criteria,Licensing Guidelines and Minimum Criteria | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1868_VER1.pdf,SAMA_EN_1868_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/additional-licensing-guidelines-and-criteria-digital-only-banks-saudi-arabia-feb-2020,Additional Licensing Guidelines and Criteria for Digital-Only Banks in Saudi Arabia Feb 2020 | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1897_VER1.pdf,SAMA_EN_1897_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/cyber-security-framework-3,Cyber Security Framework | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_5888_VER1.pdf,SAMA_EN_5888_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/rules-outsourcing,Rules on Outsourcing | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_2389_VER1.pdf,SAMA_EN_2389_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/principles-internal-auditing-local-banks-operating-saudi-arabia,Principles of Internal Auditing for Local Banks Operating in Saudi Arabia | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4736_VER1.pdf,SAMA_EN_4736_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/principles-compliance-commercial-banks-operating-kingdom-saudi-arabia,Principles of compliance for commercial banks operating in the Kingdom of Saudi Arabia | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4878_VER1.pdf,SAMA_EN_4878_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/minimum-capital-requirements-credit-risk,Minimum Capital Requirements for Credit Risk | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_3502_VER1.pdf,SAMA_EN_3502_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/minimum-capital-requirements-market-risk,Minimum Capital Requirements for Market Risk | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_3553_VER1.pdf,SAMA_EN_3553_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/minimum-capital-requirements-operational-risk,Minimum Capital Requirements for Operational Risk | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4041_VER1.pdf,SAMA_EN_4041_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/minimum-capital-requirements-counterparty-credit-risk-ccr-and-credit-valuation-adjustment-cva,Minimum Capital Requirements for Counterparty Credit Risk (CCR) and Credit Valuation Adjustment (CVA) | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4283_VER1.pdf,SAMA_EN_4283_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/output-floor-requirements,Output Floor Requirements | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4376_VER1.pdf,SAMA_EN_4376_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/additional-requirements-capital-adequacy-shari%E2%80%99ah-compliant-banking,Additional Requirements on Capital Adequacy for Shari’ah Compliant Banking | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_9618_VER1.pdf,SAMA_EN_9618_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/leverage-ratio-framework,Leverage Ratio Framework | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4303_VER1.pdf,SAMA_EN_4303_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/large-exposure-lex-rules-banks,Large Exposure (LEX) Rules for Banks | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_2340_VER1.pdf,SAMA_EN_2340_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/pillar-3-disclosure-requirements-framework,Pillar 3 Disclosure Requirements Framework | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4234_VER1.pdf,SAMA_EN_4234_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/trade-repository-reporting-and-risk-mitigation-requirements-over-counter-otc-derivatives-0,Trade Repository Reporting and Risk Mitigation Requirements for Over-the-Counter (OTC) Derivatives Contracts | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10593_VER1_0.pdf,SAMA_EN_10593_VER1_0.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/basel-iii-liquidity-coverage-ratio-and-liquidity-risk-monitoring-tools-bcbs,Basel III: The Liquidity Coverage Ratio and Liquidity Risk Monitoring Tools - BCBS | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_3623_VER1.pdf,SAMA_EN_3623_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/interest-rates-assets-and-liabilities-reporting-guidelines,Interest Rates on Assets and Liabilities Reporting Guidelines | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_3276_VER1.pdf,SAMA_EN_3276_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/countercyclical-capital-buffer-ccyb-saudi-arabia,Applicability of countercyclical Capital Buffer​ (CCyB) in Saudi Arabia | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_8684_VER1.pdf,SAMA_EN_8684_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/update-countercyclical-capital-buffer-ccyb-rate,Update of the Countercyclical Capital Buffer (CCyB) Rate | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_10464_VER1.pdf,SAMA_EN_10464_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/framework-dealing-domestic-systemically-important-banks-saudi-arabia,A Framework for Dealing with Domestic Systemically Important Banks in Saudi Arabia | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_3468_VER1.pdf,SAMA_EN_3468_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/statutory-deposit-recognition-liquidity-reserves-ratio,Statutory Deposit Recognition in Liquidity Reserves Ratio | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4223_VER1.pdf,SAMA_EN_4223_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/foreign-bank-branch-instructions,Foreign Bank Branch Instructions | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_1713_VER1.pdf,SAMA_EN_1713_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/instructions-forms-straps-banknote-stacks-sixth-edition,Instructions on Forms for Straps of Banknote Stacks of Sixth Edition | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_4809_VER1.pdf,SAMA_EN_4809_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/compliance-employing-citizens-and-requirements-contracting-recruitment-service-companies,Compliance with Employing Citizens and the Requirements for Contracting with Recruitment Service Companies | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_5530_VER1.pdf,SAMA_EN_5530_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/contract-cash-transfer-companies-and-using-high-specification-security-bags,Contract with Cash Transfer Companies and Using High-Specification Security Bags | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_6734_VER1.pdf,SAMA_EN_6734_VER1.pdf
Banking Sector,https://rulebook.sama.gov.sa/en/banking-sector-0,https://rulebook.sama.gov.sa/en/prohibition-dealing-representatives-private-security-companies-and-cash-transport-companies-are-non,Prohibition on Dealing with Representatives of Private Security Companies and Cash Transport Companies that are non-Saudis | SAMA Rulebook,https://rulebook.sama.gov.sa/sites/default/files/en_net_file_store/SAMA_EN_6493_VER1.pdf,SAMA_EN_6493_VER1.pdf
